总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型 
292万,21358元/平米,缇景雅苑,鄞州区 首南 ,4室2厅1厨2卫,中楼层 (共18层),136.72㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,2023-03-30,拆迁安置房,2023-02-14,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202303303302120132,None,None,None,None
168万,19847元/平米,鲍家耷小区,鄞州区 首南 ,2室2厅1厨1卫,低楼层 (共7层),84.65㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯两户,无,2022-08-23,拆迁安置房,2022-09-09,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202208263302120055,None,None,None,None
375万,27196元/平米,东渡玺悦,镇海区 骆驼 ,4室2厅1厨2卫,高楼层 (共18层),137.89㎡,平层,117㎡,板楼,东南,钢混结构,精装,一梯两户,暂无数据,2023-07-29,商品房,2023-08-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,20230801330211008,None,None,None,None
312万,28622元/平米,锦悦湾花苑,鄞州区 首南 ,3室2厅1厨1卫,低楼层 (共18层),109.01㎡,平层,84.07㎡,板塔结合,南,钢混结构,精装,两梯两户,有,2023-06-13,商品房,2021-12-23,普通住宅,未满两年,共有,有抵押,已上传房本照片,202306153302120074,None,None,None,None
275万,24115元/平米,雅戈尔一号花苑,海曙区 石碶 ,3室2厅1厨2卫,高楼层 (共15层),114.04㎡,平层,暂无数据,板楼,南,框架结构,精装,一梯七户,有,2022-07-06,商品房,2022-07-07,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202207073302030054,None,None,None,None
299.8万,28268元/平米,万科蓝色东方,镇海区 庄市 ,3室2厅1厨2卫,高楼层 (共20层),106.06㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据,2022-06-20,商品房,2022-09-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202209203302110041,None,None,None,None
247万,21217元/平米,缇景雅苑,鄞州区 首南 ,3室2厅1厨2卫,中楼层 (共18层),116.42㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,两梯两户,有,2022-12-21,拆迁安置房,2022-12-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,"核验码：
202302083302120042",None,None,None,None
280万,20631元/平米,彩虹新村,鄞州区 长丰 ,5室1厅1厨2卫,中楼层 (共8层),135.72㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,无,2023-02-27,商品房,2023-02-27,普通住宅,未满两年,共有,无抵押,已上传房本照片,20203163302120097,None,None,None,None
175万,20058元/平米,锦棠佳苑,海曙区 段塘 ,2室1厅1厨1卫,低楼层 (共16层),87.25㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-07-12,拆迁安置房,2023-07-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202306223302030006,None,None,None,None
225万,19289元/平米,南都绿洲,海曙区 段塘 ,3室2厅1厨1卫,低楼层 (共7层),116.65㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2023-06-06,商品房,2023-06-07,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202306073302030021,None,None,None,None
205万,25010元/平米,公元世家一期,镇海区 庄市 ,3室2厅1厨1卫,低楼层 (共17层),81.97㎡,平层,63.33㎡,板楼,南,钢混结构,精装,一梯两户,暂无数据,2021-01-08,商品房,2021-01-25,普通住宅,未满两年,非共有,有抵押 75万元 客户偿还,已上传房本照片,202101083302110027,None,None,None,None
230万,21715元/平米,缇景雅苑,鄞州区 首南 ,3室2厅1厨1卫,低楼层 (共18层),105.92㎡,平层,暂无数据,板楼,南,混合结构,毛坯,两梯两户,有,2022-12-23,拆迁安置房,2022-07-09,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202302013302120101,None,None,None,None
165万,22756元/平米,恒裕玫瑰湾,镇海区 骆驼 ,2室1厅1厨1卫,中楼层 (共14层),72.51㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2023-02-27,商品房,2023-02-27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202302273302110028,None,None,None,None
230万,21715元/平米,缇景雅苑,鄞州区 首南 ,3室2厅1厨1卫,低楼层 (共18层),105.92㎡,平层,暂无数据,板楼,南,混合结构,毛坯,两梯两户,有,2022-12-23,拆迁安置房,2022-07-09,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202302013302120101,None,None,None,None
277万,22305元/平米,丽棠景苑,海曙区 段塘 ,3室2厅1厨1卫,中楼层 (共26层),124.19㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-03-08,拆迁安置房,2023-03-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202303213302030014,None,None,None,None
169万,22049元/平米,玉棠雅苑,海曙区 段塘 ,2室1厅1厨1卫,低楼层 (共17层),76.65㎡,平层,暂无数据,暂无数据,南,框架结构,毛坯,一梯两户,暂无数据,2023-02-16,拆迁安置房,2022-06-03,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202205013302030021,None,None,None,None
64万,6957元/平米,合生杭州湾国际新城一期,杭州湾新区 杭州湾新区 ,2室2厅1厨1卫,高楼层 (共28层),92㎡,平层,72.71㎡,板楼,南,钢混结构,简装,两梯三户,有,2023-10-10,商品房,2023-04-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230703330282010007,None,None,None,None
73万,17427元/平米,上湖橙+,鄞州区 邱隘 ,2室1厅1厨1卫,低楼层 (共17层),41.89㎡,复式,暂无数据,板塔结合,西,钢混结构,精装,四梯五十八户,有,2023-10-09,商品房,2023-10-09,普通住宅,未满两年,共有,无抵押,已上传房本照片,202101133302120013,None,None,None,None
188万,24666元/平米,中河华庭,北仑区 大碶 ,2室1厅1厨1卫,中楼层 (共6层),76.22㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,2023-02-13,商品房,2018-02-13,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202302133302060065,None,None,None,None
49.8万,10864元/平米,富邦世纪广场,北仑区 新碶 ,2室1厅1厨1卫,中楼层 (共6层),45.84㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯八十户,有,2023-04-20,商品房,2020-11-12,商住两用,满两年,非共有,无抵押,已上传房本照片,202304213302060007,商水,民电,None,None
110万,12635元/平米,长汀弥勒一苑,奉化区 奉化区 ,2室2厅1厨1卫,中楼层 (共7层),87.06㎡,平层,78.25㎡,板塔结合,南,框架结构,精装,一梯两户,无,2023-07-09,商品房,2015-07-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202307093302830002,None,None,None,None
113万,23875元/平米,清川小区南区,镇海区 招宝山 ,2室1厅1厨1卫,低楼层 (共6层),47.33㎡,平层,47㎡,暂无数据,南,未知结构,其他,一梯三户,暂无数据,2022-12-10,商品房,2019-10-01,普通住宅,暂无数据,非共有,有抵押 客户偿还,已上传房本照片,202212103302110003,None,None,None,None
118万,26941元/平米,西门小区,镇海区 招宝山 ,2室1厅1厨1卫,中楼层 (共4层),43.8㎡,平层,暂无数据,暂无数据,南,未知结构,简装,一梯两户,无,2023-08-27,商品房,2017-08-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202303073302110018,None,None,None,None
126万,13962元/平米,云栖水苑,镇海区 澥浦 ,3室1厅1厨1卫,中楼层 (共11层),90.25㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,暂无数据,2023-07-28,商品房,2021-02-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308013302110007,None,None,None,None
75万,8966元/平米,竹山新村,鄞州区 咸祥 ,2室2厅1厨1卫,中楼层 (共7层),83.65㎡,平层,72.07㎡,暂无数据,南 北,钢混结构,精装,一梯两户,暂无数据,2023-07-04,商品房,2019-05-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202307063302120035,None,None,None,None
87万,10971元/平米,和美城,鄞州区 新明 ,2室1厅1厨1卫,中楼层 (共34层),79.3㎡,平层,56.15㎡,板楼,南,钢混结构,精装,三梯五户,有,2023-09-14,商品房,2014-09-14,商住两用,暂无数据,共有,无抵押,已上传房本照片,201807233302120185,未知,未知,2.95元/m3,None
155万,27280元/平米,朱雀新村,鄞州区 百丈 ,2室1厅1厨1卫,中楼层 (共6层),56.82㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2023-08-30,商品房,2017-07-05,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202309033302120013,None,None,None,None
60万,8069元/平米,听海苑,杭州湾新区 杭州湾新区 ,2室1厅1厨1卫,高楼层 (共27层),74.36㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,2023-08-17,商品房,2020-09-02,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230819330282010006,None,None,None,None
110万,14624元/平米,国贸领寓,鄞州区 东部新城 ,2室2厅1厨1卫,中楼层 (共34层),75.22㎡,复式,暂无数据,塔楼,南,钢混结构,精装,八梯三十五户,有,2023-02-01,商品房,2020-02-01,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202005263302120046,商水,民电,None,None
140万,20589元/平米,钱湖人家,鄞州区 东钱湖 ,2室1厅1厨1卫,中楼层 (共11层),68㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,暂无数据,2023-09-06,拆迁安置房,2020-09-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,330212000354001A,None,None,None,None
86万,10729元/平米,亲亲家园,奉化区 奉化区 ,2室2厅1厨2卫,高楼层 (共6层),80.16㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2023-05-13,商品房,2015-06-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202305093302830004,None,None,None,None
55万,16687元/平米,新典星座,海曙区 段塘 ,1室1厅1厨2卫,低楼层 (共12层),32.96㎡,复式,暂无数据,板塔结合,西,钢混结构,精装,一梯三十户,有,2023-05-04,商品房,2017-03-01,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202302073302030037,未知,民电,None,None
58万,11580元/平米,中策世纪博园,江北区 洪塘 ,2室1厅1厨1卫,低楼层 (共18层),50.09㎡,复式,暂无数据,板楼,南,钢混结构,精装,六梯三十三户,有,2023-05-09,商品房,2014-05-13,商住两用,暂无数据,非共有,有抵押 30万元,已上传房本照片,201903293302050037,商水,民电,None,None
24万,3941元/平米,梦想公寓,杭州湾新区 杭州湾新区 ,1室1厅1厨1卫,中楼层 (共39层),60.9㎡,平层,50.3㎡,板塔结合,北,钢混结构,其他,两梯十六户,有,2023-02-27,商品房,2015-04-03,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20230413330282010025,None,None,None,None
72万,7423元/平米,观澜苑,杭州湾新区 杭州湾新区 ,2室2厅1厨1卫,中楼层 (共33层),97㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2022-03-20,商品房,2018-01-29,普通住宅,暂无数据,非共有,有抵押 50万元 客户偿还,已上传房本照片,2022032230282010003,None,None,None,None
78万,10104元/平米,市场新村,慈溪市 慈溪其他 ,2室2厅1厨1卫,中楼层 (共5层),77.2㎡,平层,暂无数据,暂无数据,南,混合结构,简装,一梯六户,暂无数据,2023-06-29,商品房,2020-10-29,普通住宅,暂无数据,非共有,有抵押 70万元,已上传房本照片,202210203302820026,None,None,None,None
102万,35028元/平米,三角地小区,镇海区 招宝山 ,1室1厅1厨1卫,高楼层 (共4层),29.12㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,暂无数据,2023-08-10,商品房,2020-03-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308113302110005,None,None,None,None
229万,23428元/平米,上施家园南区,海曙区 高桥 ,3室2厅1厨2卫,中楼层 (共11层),97.75㎡,平层,80.27㎡,板楼,南 北,钢混结构,精装,一梯四户,有,2023-08-28,拆迁安置房,2018-06-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308313302030044,None,None,None,None
59万,6883元/平米,江岚苑,杭州湾新区 杭州湾新区 ,2室2厅1厨1卫,高楼层 (共33层),85.72㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2023-03-22,商品房,2017-09-24,普通住宅,暂无数据,共有,有抵押 40万元 工商 客户偿还,已上传房本照片,20230324330282010018,None,None,None,None
43万,8213元/平米,恒威壹品君园,镇海区 蛟川 ,1室1厅1厨1卫,中楼层 (共16层),52.36㎡,平层,暂无数据,板楼,北,钢混结构,精装,四梯二十二户,有,2022-10-13,商品房,2020-09-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202210143302110035,None,None,None,None
148万,24841元/平米,宝丰茗苑,江北区 江北万达 ,1室1厅1厨1卫,高楼层 (共17层),59.58㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2023-08-31,商品房,2016-11-21,普通住宅,暂无数据,非共有,有抵押 工行,已上传房本照片,202308313302050017,None,None,None,None
140万,15341元/平米,湖山人家,海曙区 集士港 ,2室2厅1厨1卫,中楼层 (共6层),91.26㎡,平层,81.75㎡,暂无数据,南,钢混结构,其他,一梯两户,无,2023-08-26,拆迁安置房,2017-08-26,普通住宅,暂无数据,共有,有抵押 60万元 中国银行 业主自还,已上传房本照片,202308263302030005,None,None,None,None
135.3万,18319元/平米,都会经典,北仑区 新碶 ,2室1厅1厨1卫,中楼层 (共11层),73.86㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯二十四户,无,2023-06-01,商品房,2020-06-01,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,202306013302060025,None,None,None,None
35万,8533元/平米,米兰公馆,鄞州区 首南 ,1室1厅1厨1卫,高楼层 (共19层),41.02㎡,平层,暂无数据,板楼,西北,钢混结构,精装,三梯二十七户,有,2022-12-18,商品房,2019-10-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202212193302120110,None,None,None,None
50万,5836元/平米,江岚苑,杭州湾新区 杭州湾新区 ,2室1厅1厨1卫,高楼层 (共33层),85.68㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,2022-11-14,商品房,2017-04-28,普通住宅,暂无数据,非共有,有抵押 20万元 业主自还,已上传房本照片,20220214330282010011,None,None,None,None
43万,8213元/平米,恒威壹品君园,镇海区 蛟川 ,1室1厅1厨1卫,中楼层 (共16层),52.36㎡,平层,暂无数据,板楼,北,钢混结构,精装,四梯二十二户,有,2022-10-13,商品房,2020-09-09,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202210143302110035,None,None,None,None
90万,15661元/平米,摩根国际,北仑区 新碶 ,2室1厅1厨1卫,高楼层 (共16层),57.47㎡,复式,44.41㎡,塔楼,南,钢混结构,精装,三梯二十一户,有,2023-04-04,商品房,2013-07-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202304043302060042,None,None,None,None
169万,17512元/平米,逸嘉新园北区,江北区 洪塘 ,3室2厅1厨1卫,高楼层 (共7层),96.51㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2023-05-07,商品房,2009-06-15,普通住宅,暂无数据,共有,有抵押 20万元,已上传房本照片,202305313302050018,None,None,None,None
159万,18435元/平米,小城春秋,鄞州区 姜山 ,2室2厅1厨1卫,高楼层 (共11层),86.25㎡,平层,74.38㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2023-08-11,商品房,2010-04-15,普通住宅,暂无数据,共有,有抵押 20万元,已上传房本照片,202308113302120075,None,None,None,None
155万,37404元/平米,东裕社区C区,鄞州区 中河 ,2室0厅1厨1卫,低楼层 (共6层),41.44㎡,复式,暂无数据,板楼,南,未知结构,简装,一梯三户,无,2023-06-26,商品房,2020-09-10,普通住宅,满两年,非共有,无抵押,已上传房本照片,202307083302120030,None,None,None,None
169万,23736元/平米,徐家社区,鄞州区 明楼 ,2室1厅1厨1卫,中楼层 (共7层),71.2㎡,平层,63.55㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2023-05-13,商品房,2004-02-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,202305133302120064,None,None,None,None
